datetime,oveFan_u,oveHeaPumY_u,ovePum_u,reaTSetCoo_y,reaTSetHea_y,reaTZon_y,time,weaSta_reaWeaHDirNor_y,weaSta_reaWeaTDryBul_y,rewards
2023-10-21 01:22:35,1.0,0.6000000238418579,1.0,297.15,294.15,304.756854261302,25320155.0,0.0,281.0692332427254,-0.0010635382001981664
2023-10-21 01:23:05,1.0,0.6000000238418579,1.0,297.15,294.15,304.7578296789435,25320185.0,0.0,281.0669376347526,-0.0010635382001981664
2023-10-21 01:23:35,1.0,0.6000000238418579,1.0,297.15,294.15,304.7587986841287,25320215.0,0.0,281.06462193463244,-0.0010635382001981664
2023-10-21 01:24:05,1.0,0.6000000238418579,1.0,297.15,294.15,304.75976069167154,25320245.0,0.0,281.0622862625571,-0.0010635382001981664
2023-10-21 01:24:35,1.0,0.6000000238418579,1.0,297.15,294.15,304.76071516962315,25320275.0,0.0,281.05993073871895,-0.0010635382001981664
2023-10-21 01:25:05,1.0,0.6000000238418579,1.0,297.15,294.15,304.76166164167523,25320305.0,0.0,281.0575554833103,-0.0010635382001981664
2023-10-21 01:25:35,1.0,0.6000000238418579,1.0,297.15,294.15,304.7625996751515,25320335.0,0.0,281.05516061652344,-0.0010635382001981664
2023-10-21 01:26:05,1.0,0.6000000238418579,1.0,297.15,294.15,304.76352887179064,25320365.0,0.0,281.0527462585507,-0.0010635382001981664
2023-10-21 01:26:35,1.0,0.6000000238418579,1.0,297.15,294.15,304.7644488637684,25320395.0,0.0,281.05031252958435,-0.0010635382001981664
2023-10-21 01:27:05,1.0,0.6000000238418579,1.0,297.15,294.15,304.76535931269336,25320425.0,0.0,281.04785954981674,-0.0010635382001981664
2023-10-21 01:27:35,1.0,0.6000000238418579,1.0,297.15,294.15,304.76625990945314,25320455.0,0.0,281.0453874394401,-0.0010635382001981664
2023-10-21 01:28:05,1.0,0.6000000238418579,1.0,297.15,294.15,304.7671503739412,25320485.0,0.0,281.04289631864685,-0.0010635382001981664
2023-10-21 01:28:35,1.0,0.6000000238418579,1.0,297.15,294.15,304.7680304544733,25320515.0,0.0,281.0403863076292,-0.0010635382001981664
2023-10-21 01:29:05,1.0,0.6000000238418579,1.0,297.15,294.15,304.7688999269767,25320545.0,0.0,281.03785752657956,-0.0010635382001981664
2023-10-21 01:29:35,1.0,0.6000000238418579,1.0,297.15,294.15,304.76975859406355,25320575.0,0.0,281.03531009569014,-0.0010635382001981664
2023-10-21 01:30:05,1.0,0.6000000238418579,1.0,297.15,294.15,304.7706062840538,25320605.0,0.0,281.0327441351533,-0.0010635382001981664
2023-10-21 01:30:35,1.0,0.5,1.0,297.15,294.15,304.7714427460602,25320635.0,0.0,281.0301597651613,-0.0009726553997296272
2023-10-21 01:31:05,1.0,0.5,1.0,297.15,294.15,304.7722673143272,25320665.0,0.0,281.02755710590645,-0.0009726553997296272
2023-10-21 01:31:35,1.0,0.5,1.0,297.15,294.15,304.7730786725715,25320695.0,0.0,281.02493627758116,-0.0009726553997296272
2023-10-21 01:32:05,1.0,0.5,1.0,297.15,294.15,304.7738754633419,25320725.0,0.0,281.0222974003776,-0.0009726553997296272
2023-10-21 01:32:35,1.0,0.5,1.0,297.15,294.15,304.77465646696066,25320755.0,0.0,281.0196405944882,-0.0009726553997296272
2023-10-21 01:33:05,1.0,0.5,1.0,297.15,294.15,304.7754206597931,25320785.0,0.0,281.01696598010517,-0.0009726553997296272
2023-10-21 01:33:35,1.0,0.5,1.0,297.15,294.15,304.7761672157615,25320815.0,0.0,281.0142736774209,-0.0009726553997296272
2023-10-21 01:34:05,1.0,0.5,1.0,297.15,294.15,304.77689547563614,25320845.0,0.0,281.01156380662763,-0.0009726553997296272
2023-10-21 01:34:35,1.0,0.5,1.0,297.15,294.15,304.77760490675564,25320875.0,0.0,281.0088364879177,-0.0009726553997296272
2023-10-21 01:35:05,1.0,0.5,1.0,297.15,294.15,304.7782951064897,25320905.0,0.0,281.0060918414834,-0.0009726553997296272
2023-10-21 01:35:35,1.0,0.5,1.0,297.15,294.15,304.77896575193506,25320935.0,0.0,281.003329987517,-0.0009726553997296272
2023-10-21 01:36:05,1.0,0.5,1.0,297.15,294.15,304.77961661243387,25320965.0,0.0,281.00055104621094,-0.0009726553997296272
2023-10-21 01:36:35,1.0,0.5,1.0,297.15,294.15,304.7802475792665,25320995.0,0.0,280.99775513775745,-0.0009726553997296272
2023-10-21 01:37:05,1.0,0.5,1.0,297.15,294.15,304.78085850303114,25321025.0,0.0,280.99494238234877,-0.0009726553997296272
2023-10-21 01:37:35,1.0,0.5,1.0,297.15,294.15,304.7814493764738,25321055.0,0.0,280.9921129001773,-0.0009726553997296272
